207467/26816 -799621/94264 -9611/18173 93905/31328 -339427/79455 338111/36736 -263157/95480 -53509/19671 20804/16313 12894/65435 45341/6740 -90459/9199 -583/369 164841/17263 243941/35686 667/68 42803/23283 -650634/85561 320097/93745 52161/87593 -47241/41680 220544/72561 -28167/5110 16653/4210 -4384/5109 -287113/47832 -182038/23081 2481/3335 -13833/1490 -83385/10702 -592233/66626 -155448/24007 636433/93672 66026/7937 251782/91243 13259/11076 701143/81835 3622/4035 616809/92009 -25078/3667 -325546/77343 -187233/60104 164971/20073 -54880/52533 470759/74581 132987/33566 21455/9588 -113630/19443 235855/71734 223485/47117 -317913/34073 185325/73054 -435248/91697 440747/98077 12549/23554 202270/24201 15289/2250 126054/51641 -148111/45948 -6982/1763 5055/3067 -818419/89455 248851/30866 669700/84409 -97397/10876 -131918/21341 -174797/41560 -92719/16535 -4860/3503 144710/63609 -219151/24928 60179/25322 10297/2539 43204/7611 399362/46079 116465/16809 184495/42428 179221/25329 -46556/20517 -150778/26223 -373247/49716 284421/48044 -95185/39811 100579/84109 667899/80648 -310394/82745 30370/3629 34806/6935 -281/46 -2327/1155 -12023/1440 48292/35285 193327/34083 -15977/17012 817247/90308 -103/209 54562/13509 -162372/18617 -24247/3325 7/34842 =
-10814/19345 -60953/57039 11141/49787 -251709/30994 111403/19511 -56105/9369 874201/98941 -47993/27240 -111123/15118 -166698/41543 -391014/99565 142166/55121 -300520/31453 199027/26083 175293/45716 -17926/9093 370579/62729 -795590/89839 1219/2696 -207427/42865 17227/23323 -62433/34306 112261/14232 -264925/66356 -324/187 52639/23214 -69385/11419 221617/90379 -21738/2627 81041/19130 -302375/57783 811/1357 217172/42257 57515/12138 -857462/95629 37681/6217 -33730/9037 -72605/65948 86365/42192 379085/61486 -120621/13564 39766/61659 -150082/61313 -101177/33797 -18209/3696 -34168/36221 -52574/20947 -11089/5209 -23673/2669 -788056/95307 339142/51257 111086/19887 -163102/36623 40307/10044 122389/12461 -55478/77653 -35917/3625 -17538/36259 364140/58033 -514715/95519 221395/44761 719487/74432 -168335/24968 -528013/61373 -66011/13355 -170/11449 -7820/807 34336/13787 -190198/27083 -110568/31169 18817/9231 416176/53009 -213629/30845 280832/58579 -50212/7651 -29581/9870 -71542/13421 52036/8775 -119284/13923 619246/97411 -28329/34481 142355/15211 37040/9217 60630/7397 30359/5875 -98821/10517 -40489/29451 -53852/73499 -434701/44438 -476515/83451 13571/11231 -167357/22833 -300391/38397 -6527/15620 30243/73754 806191/91641 -705303/82118 6195/4988 63187/16927 -57633/10549 <
-569173/75098 91323/93701 406939/56314 24629/30790 -89949/16325 306262/42791 53337/8168 -25355/35699 69823/7174 -55/108 -412/61 533182/82171 153167/88167 156653/34994 248240/50861 -147610/79333 -98671/26681 60155/14942 -459815/74258 -101348/20045 86939/43133 -75481/8748 274918/33279 248492/43947 -128271/92201 137729/29917 170394/81629 -182643/85844 62944/23339 373417/82598 13947/14392 30040/13893 -19047/38092 21046/2353 -418071/73691 -4331/5422 -74737/47605 76606/7711 358380/46721 20632/19537 710302/79271 -8539/2149 547540/87721 39737/24502 226697/59732 -269896/40219 -18959/20634 -130445/13637 -387917/53747 429454/43101 -13111/1698 145205/24629 -32096/5779 342198/47099 500501/85366 -55294/9045 29923/23940 -2647/1712 -82213/14450 -351791/42265 627715/88016 44441/6568 -77101/63489 -418343/83838 25/34 642580/65589 -367369/57018 2451/653 -472877/96358 -124387/14648 61787/11776 20515/5646 33366/72925 463134/66931 -73256/15575 -63746/7861 -45562/6425 -69486/43603 309485/33146 69425/36907 -304034/42877 -528909/90323 123109/32896 -303364/37967 -355193/49158 91893/10231 11657/12024 -71765/7859 19069/7194 39529/10632 -9867/1670 -149951/24248 -48680/5787 411858/46543 72929/21305 -4645/683 -604365/80756 -51864/5527 623486/88049 39791/14132 <
208048/23501 189651/99184 74011/51181 -220957/37593 313452/49103 179516/50617 -68380/10583 -5193/2440 6036/3197 529480/60321 16710/5987 13039/1613 -14179/6943 120435/14699 -303067/48033 -393763/49851 121565/20717 -169131/23735 123601/94854 -25021/43267 -348003/66338 1345/30662 -7127/20042 41356/8681 -3206/5737 -46559/25337 -28155/27043 230683/26884 11983/1369 -23984/93209 97072/66421 -295421/31377 517189/83354 -135964/39061 -108809/18105 89207/80718 -105713/10764 -81331/16105 354754/66701 -322275/49922 -46035/59794 -174433/58096 -638731/68464 -730705/84261 -738802/80191 -400658/98715 227681/23425 693/27176 -454162/79059 -144912/37729 -510272/52939 -32409/3466 255131/35599 -197115/44912 -141589/50063 -160955/21713 -18919/2035 -7215/2074 343213/39093 113887/27438 -15373/32494 20777/61227 -168953/19712 -322299/39175 -13460/23511 -353642/75769 -215786/58235 7033/9606 368771/53479 186303/23195 -44788/12225 40338/43205 64827/21064 -306071/31875 -244302/25585 111056/43205 614256/93311 -119837/13686 -17393/2819 -133675/17599 35321/5838 743319/83000 102502/16601 365293/54218 -14261/11579 -221197/45929 22210/99031 26233/59412 388156/41089 173892/31457 -148092/19417 89031/80179 7255/27553 -189713/45497 -448131/58163 -299491/83211 -36835/34836 4619/499 -54359/8467 -38897/17042 >
-202757/20575 800563/82857 37993/6749 16085/75152 61623/10538 -275935/48919 134293/20212 183149/54182 -28664/31687 15222/2725 122287/29545 449968/67891 123522/13721 -563587/81589 57474/10891 168957/31879 -749209/82397 75337/10533 838263/84433 821420/90787 -35991/21665 19481/4668 -418171/65369 1669/2383 -777479/82022 -47601/14680 -301727/62120 27373/2855 -208469/36249 -326067/83953 -57959/10501 657927/69695 6763/7682 -544107/60919 161/64 401176/82329 -210629/26064 160201/24598 -92051/14145 328580/93061 -295285/61684 -26047/18589 259581/27074 305569/59855 143339/50629 184485/24401 104883/15485 -2959/13633 134299/14053 56975/40073 -50475/9934 686858/72763 -124399/17113 -137357/22017 -23449/2412 191853/48398 -120293/21101 -11445/2879 -319872/61169 327557/78928 121/19 121977/16925 156212/16741 259013/69126 -42789/35089 267537/35867 13553/5213 -31846/45579 211052/34049 -44313/17861 -45707/7339 -487213/58653 114413/52196 -373/226 15951/37091 680246/87643 -158539/90110 133688/58617 -508/57 -80672/94963 357248/91699 29797/3388 68326/13653 88648/10033 -256067/28916 544757/92581 -83966/9273 8275/838 -336374/37117 48271/20455 -130397/48573 240685/42261 54404/7117 109636/48309 259671/28043 -328647/58951 22109/3430 33795/12383 312700/67559 8059/3658 <
-447843/76816 -125746/37795 -63947/7030 18176/19175 -546201/61112 210971/36204 8844/3145 -378119/46671 -18431/1977 35125/16567 -62893/10546 15446/27069 124541/40157 -3656/661 -161819/64287 354561/46385 327551/48106 257379/41929 -113024/14761 -48698/35983 2859/593 45563/7508 479714/73195 -160043/31207 6047/2600 -147333/17041 342077/51735 -101669/19708 -248131/32436 -34031/35996 5039/791 -771754/99563 -64132/28629 -133857/18532 -362472/49711 -29809/3846 122825/23793 -2858/3739 -93934/11295 -607791/88162 257514/76645 -442117/51771 -26351/11103 127919/17856 147268/22677 -119538/73583 -140977/33488 135285/16739 15457/13501 754363/86298 3005/2023 -67100/7961 743/299 -4528/1465 -194756/77421 54585/7933 -36307/5186 99723/54293 63315/6808 218167/26823 7492/2479 -349593/86815 -407107/79588 -149846/33183 97738/52243 83013/8549 -259712/76621 -180698/20159 10412/22753 261512/74661 34074/5977 122922/27997 3200/1339 -730112/78019 -388145/53396 -13944/68753 -56975/21593 -4942/38329 -28814/8693 128275/54368 506771/79156 311631/81268 -8055/1514 -11877/25208 2081/17043 15305/5712 86011/10460 -71944/11223 20873/3246 -193282/29717 270979/65188 82619/49785 -335359/36343 11250/3601 -231353/44110 -80951/10918 -41765/6637 22823/12166 270653/60865 -153891/22832 <
-49406/29781 16291/1680 -72501/11005 219446/33047 -156451/41405 -621810/71453 255317/36764 2669/446 -272161/64269 31622/9069 38504/16867 -51063/42103 -354355/79177 630291/85676 122524/56271 58859/8010 -132985/35416 8964/18989 -139670/29309 172358/24531 -84854/9333 -383807/58705 -96507/14551 -24333/3125 91543/59577 222892/27049 7676/13603 -196792/79413 40207/62977 329/443 161066/19157 -62482/10921 -4054/4019 491265/63493 -88189/27774 160573/22254 131707/46661 -124218/91607 -233337/38756 -231669/63451 3377/1168 90357/55030 89426/23075 -10097/2769 -572247/62819 65153/33262 -28324/64211 -174154/27315 76179/64319 76497/8810 364017/89869 -376319/66195 -36569/32690 -175492/29285 -13785/57176 95683/13367 -261028/27075 -177193/28948 -68037/84413 344230/54939 -181081/20374 30339/43034 137693/29945 203580/86743 188492/19399 399465/54662 -82201/30768 -52565/26287 623269/97691 -78953/60923 73285/22832 -1087/1699 -112265/29003 168429/61982 133919/53674 -54025/7736 -1389/7993 -48728/10669 628375/75443 270191/35659 550138/83161 -45803/32697 -283755/55966 -7322/855 79908/21889 -40628/10275 33260/5319 -77471/10395 -119945/26902 -29037/26093 -44822/49111 -1562/1763 -325853/69073 -208772/34063 206762/23013 295205/37492 4201/93302 41786/40063 -280469/33636 44460/36067 =
161849/36410 65299/40598 -42473/8766 29053/2993 316387/37260 -14135/2584 -20707/3658 90329/14894 660897/84868 10717/4934 16319/88952 2218/1305 22726/2759 -55262/18361 -179929/73290 -63125/10729 572604/79103 -194801/31243 257432/98653 379345/41593 -407201/74497 -357871/39104 -28899/9251 52509/12064 256764/83365 -76349/51006 85/2442 -99869/12426 107381/90091 619139/79410 -467153/95259 423365/70297 25393/3842 -72924/13265 -220710/62393 -51761/12330 -493803/73150 -67084/6763 -12924/5413 -59852/22067 -290986/45027 -41346/48587 -337732/56841 92500/33631 901/1433 8537/2842 20425/5482 42193/6474 674419/68138 -37190/36079 -333325/57794 -129299/73637 196611/49297 -252572/69901 -87486/31567 -535756/92853 -260500/36117 48113/8041 113894/27443 101524/14071 -291631/90677 -86053/23038 -210281/27531 29258/12845 91800/11971 -266661/46562 251/23977 -15452/27539 43786/38705 -53184/15701 170431/48855 27347/11550 128327/47852 -20038/4931 -45744/5993 328630/41549 59379/8521 13567/1977 66079/10229 -93347/30264 -175827/20930 33898/29919 127513/36083 373407/64286 108072/18551 9327/14246 -8182/893 46187/21372 -93865/51758 179937/49301 -51241/19337 88707/93578 -87190/31149 -331334/48845 20318/81991 85457/36681 117597/69398 341397/43931 -41077/6648 -33349/11972 >
-177590/50671 -573157/72035 -3469/18783 35025/76454 124168/21603 45193/27397 -90619/21076 212441/49401 154838/85405 -8026/925 89581/35531 146429/49791 -98335/34988 27799/26581 -35622/11903 -137397/26062 -80468/15705 71043/8180 538252/98889 -2606/2657 77481/10438 6570/743 634726/84017 259587/32062 25565/7118 234191/73046 481737/58346 -123325/34738 303060/49133 213612/37831 -464953/76494 -30199/11525 -621361/76861 1017/1408 144949/46267 -2597/10712 391900/58241 455243/61951 -3103/478 -20091/21959 -225830/48819 -3201/42872 691517/91709 86068/65131 11083/1370 -626866/62955 -10521/1219 -84169/10132 64755/27539 -305792/82647 718010/79809 53258/8355 -12681/9947 -214501/52352 38765/41993 -297798/33013 2809/663 -398693/54719 39221/12028 -118801/37159 -536495/88424 171079/47148 -683005/97998 278525/41671 682359/75230 -206603/44535 48114/6473 -160821/22880 336761/38164 273735/73697 -219590/61671 -23063/24945 22582/10173 -328496/73305 -115321/30646 34317/5878 -406690/61689 -137645/16504 -500833/76931 -176941/26723 96217/33954 -659/6012 -880169/92162 -201967/54391 -26026/11783 -588815/77624 -82089/13702 -389507/42302 94917/76450 366533/99135 299018/33131 -44997/10552 265275/98918 -9437/5487 -8162/1469 143411/98184 -56845/6538 127488/53777 -341564/36317 89430/24149 <
291197/38903 2725/1831 65337/71431 7045/1716 -48095/12257 -134089/14755 255393/64727 -36731/5154 -331735/40591 156934/29345 -268960/29891 -44799/4531 -119279/31523 45385/31198 -363283/75496 -2450/897 -110221/11246 -67678/77899 172121/30926 -217836/66827 72729/8699 22757/6110 -47672/5381 20259/64003 87431/60070 -59771/38445 79213/35946 95082/31667 1327/2456 -197927/45060 -191875/23714 295433/75955 -313381/31793 47755/27573 64773/38686 2489/260 -809097/81571 -57374/9565 8462/45805 -188605/26206 -212469/66637 -40234/27749 142537/23226 -3269/8975 102122/22411 -18164/13161 17747/24045 257589/48073 553961/79300 232143/81302 -189743/29936 10059/8188 675976/98165 129435/14638 -96362/15577 -66431/12498 -401889/44659 131044/20517 95996/14267 40989/6982 -611204/70461 208997/22932 -2557/408 -66691/8447 85897/22185 32293/22588 45066/6715 424537/70423 84251/42736 288205/34616 -304625/34613 434102/81525 133097/89411 -262270/55533 19219/2074 177425/21882 21856/4761 -162242/78377 611713/67352 -593259/90469 -3785/2106 77443/31480 235733/56837 35227/92390 244595/70208 -47549/18405 925/2143 71347/8229 543498/63049 30475/4129 -9356/2051 305093/48702 -497102/98363 -11849/2646 11089/87928 -37577/77351 -174122/20837 193121/91184 12555/1501 -63103/20992 >
